SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
1154,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2001 08:40,1.2,"","",""
1155,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2001 09:00,1.4,"","",""
1156,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2001 08:45,0.9,"","",""
1157,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2001 08:40,0.6,"","",""
1158,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2002 08:50,0.9,"","",""
1159,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2002 08:55,0.9,"","",""
1160,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2002 09:20,0.8,"","",""
1161,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2002 08:35,0.6,"","",""
1162,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2002 08:30,0.6,"","",""
1163,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2002 08:40,1.2,"","",""
1164,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2002 08:45,0.8,"","",""
1165,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2002 09:10,0.8,"","",""
1166,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-09-2002 08:45,1.1,"","",""
1167,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2002 08:55,1.1,"","",""
1168,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-12-2002 09:00,1.3,"","",""
1169,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2003 09:10,0.9,"","",""
1170,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2003 09:05,0.8,"","",""
1171,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2003 08:15,1.1,"","",""
1172,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2003 08:30,0.8,"","",""
1173,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-06-2003 08:40,1.7,"","",""
1174,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2003 08:20,1.3,"","",""
1175,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2003 08:40,0.4,"","",""
1176,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2003 08:35,1.2,"","",""
1177,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2003 08:35,1.2,"","",""
1178,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2003 08:30,0.8,"","",""
1179,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2003 08:40,2.5,"","",""
1180,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2004 09:10,0.8,"","",""
1181,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,03-02-2004 08:50,0.3,"","",""
1182,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2004 09:10,0.9,"","",""
1183,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2004 08:45,1.2,"","",""
1184,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2004 08:50,1.7,"","",""
1185,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2004 08:40,2.2,"","",""
1186,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2004 09:00,0.3,"","",""
1187,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-08-2004 09:00,1.5,"","",""
1188,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2004 08:50,1.4,"","",""
1189,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2004 09:05,1.4,"","",""
1190,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2004 09:00,1.2,"","",""
1191,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2004 08:40,0.8,"","",""
1192,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2005 09:20,0.7,"","",""
1193,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2005 08:25,1.6,"","",""
1194,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2005 08:30,0.8,"","",""
1195,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2005 08:20,1.6,"","",""
1196,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-05-2005 08:30,3.1,"","",""
1197,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2005 08:30,1.4,"","",""
1198,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2005 09:00,0.5,"","",""
1199,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2005 08:40,1.2,"","",""
1200,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2005 09:15,1.2,"","",""
1201,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2005 08:35,0.2,"","",""
1202,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-11-2005 08:30,0.4,"","",""
1203,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2005 08:20,1.8,"","",""
1204,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-01-2006 08:30,1,"","",""
1205,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2006 08:20,1,"","",""
1206,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2006 08:40,1.1,"","",""
1207,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2006 08:30,0.7,"","",""
1208,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2006 08:50,1,"","",""
1209,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2006 09:00,1.5,"","",""
1210,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2006 08:35,1.3,"","",""
1211,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2006 08:40,2.5,"","",""
1212,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2006 08:30,0.9,"","",""
1213,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,03-10-2006 08:40,1.4,"","",""
1214,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2006 08:25,2.6,"","",""
1215,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2006 08:30,2.4,"","",""
1216,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-01-2007 08:30,1.1,"","",""
1217,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2007 08:40,1.5,"","",""
1218,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2007 08:35,0.4,"","",""
1219,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-04-2007 08:50,2.8,"","",""
1220,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2007 08:40,1.7,"","",""
1221,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2007 08:45,1.3,"","",""
1222,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-07-2007 08:40,0.5,"","",""
1223,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2007 08:40,0.9,"","",""
1224,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2007 08:35,1.3,"","",""
1225,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,03-10-2007 08:45,1.3,"","",""
1226,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2007 08:40,2.3,"","",""
1227,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2007 08:50,0.4,"","",""
1228,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2008 08:15,0.7,"","",""
1229,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2008 08:45,1.1,"","",""
1230,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2008 08:35,0.6,"","",""
1231,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2008 09:00,1.9,"","",""
1232,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2008 08:40,0.4,"","",""
1233,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-06-2008 08:00,0.1,"","",""
1234,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2008 08:00,1.2,"","",""
1235,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2008 08:00,1.1,"","",""
1236,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2008 08:00,0.8,"","",""
1237,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,03-10-2008 08:00,1.6,"","",""
1238,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2008 08:00,1.5,"","",""
1239,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2008 08:00,1,"","",""
1240,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2009 08:00,1.3,"","",""
1241,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-02-2009 08:00,0.8,"","",""
1242,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-03-2009 08:00,1,"","",""
1243,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2009 08:00,1,"","",""
1244,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2009 08:00,2.8,"","",""
1245,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2009 08:45,1.7,"","",""
1246,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2009 08:40,0.7,"","",""
1247,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2009 08:50,0.6,"","",""
1248,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2009 08:35,1.2,"","",""
1249,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,03-11-2009 08:40,1.3,"","",""
1250,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2009 08:35,0.4,"","",""
1251,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2010 08:40,2.6,"","",""
1252,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2010 08:50,0.8,"","",""
1253,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2010 08:55,1.4,"","",""
1254,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2010 08:30,1.6,"","",""
1255,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2010 09:00,4,"","",""
1256,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2010 08:00,2.8,"","",""
1257,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2010 08:55,2,"","",""
1258,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-08-2010 09:00,1.1,"","",""
1259,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2010 08:50,0.8,"","",""
1260,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2010 08:40,0.9,"","",""
1261,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2010 08:50,0.8,"","",""
1262,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2010 08:45,0.8,"","",""
1263,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2011 08:20,0.5,"","",""
