SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Biochemical Oxygen Demand (mg/L),Chemical Oxygen Demand (mg/L),Fecal Coliform (MPN/100mL),Total Coliform (MPN/100mL)
1264,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2011 09:00,1,"","",""
1265,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2011 08:50,3.2,"","",""
1266,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2011 08:20,0.7,"","",""
1267,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-05-2011 08:40,0.7,"","",""
1268,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2011 08:30,0.3,"","",""
1269,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2011 08:30,1.3,"","",""
1270,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2011 08:45,0.8,"","",""
1271,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-09-2011 08:50,1.2,"","",""
1272,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2011 08:50,5,"","",""
1273,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2011 08:30,1.2,"","",""
1274,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2011 08:50,2.1,"","",""
1275,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-01-2012 08:55,0.9,"","",""
1276,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2012 09:00,1.3,"","",""
1277,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2012 08:45,1,"","",""
1278,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-04-2012 08:40,1.4,"","",""
1279,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2012 08:45,1.4,"","",""
1280,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2012 08:45,1.9,"","",""
1281,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-07-2012 08:20,1,"","",""
1282,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2012 08:30,1,"","",""
1283,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2012 08:40,1.2,"","",""
1284,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2012 08:30,0.9,"","",""
1285,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2012 08:25,0.7,"","",""
1286,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2012 08:40,1.4,"","",""
1287,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2013 09:00,1.5,"","",""
1288,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2013 08:40,0.5,"","",""
1289,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2013 08:35,0.6,"","",""
1290,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2013 08:30,1,"","",""
1291,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2013 08:30,0.4,"","",""
1292,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2013 08:30,0.6,"","",""
1293,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2013 08:40,0.7,"","",""
1294,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2013 08:35,0.8,"","",""
1295,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-09-2013 08:35,1.4,"","",""
1296,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2013 08:35,0.8,"","",""
1297,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2013 08:30,0.8,"","",""
1298,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-12-2013 08:30,0.4,"","",""
1299,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2014 08:50,0.8,"","",""
1300,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2014 08:30,0.7,"","",""
1301,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2014 08:30,2.1,"","",""
1302,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2014 08:30,0.7,"","",""
1303,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-05-2014 08:35,0.7,"","",""
1304,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-06-2014 08:25,2.5,"","",""
1305,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2014 08:25,1.9,"","",""
1306,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2014 08:30,0.97,"","",""
1307,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2014 08:25,0.39,"","",""
1308,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2014 08:30,1.14,"","",""
1309,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2014 08:45,1.56,"","",""
1310,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2015 08:30,0.88,"","",""
1311,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-02-2015 08:35,0.99,"","",""
1312,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-03-2015 08:30,0.8,"","",""
1313,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2015 08:45,2.36,"","",""
1314,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2015 08:30,3.28,"","",""
1315,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2015 08:35,1.03,"","",""
1316,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2015 08:30,1.36,"","",""
1317,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2015 08:30,1.22,"","",""
1318,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-10-2015 08:35,1.56,"","",""
1319,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-11-2015 08:30,1.74,"","",""
1320,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2015 09:15,1.72,"","",""
1321,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-01-2016 08:30,0.95,"","",""
1322,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2016 08:35,1.95,"","",""
1323,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2016 08:35,1.35,"","",""
1324,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2016 08:30,2.54,"","",""
1325,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-05-2016 08:30,1.7,"","",""
1326,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-06-2016 08:20,2.28,"","",""
1327,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-07-2016 08:30,1.14,"","",""
1328,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-08-2016 08:40,0.91,"","",""
1329,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-09-2016 08:25,1.74,"","",""
1330,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-11-2016 08:20,1.52,"","",""
1331,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-12-2016 08:25,2.09,"","",""
1332,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,02-01-2017 08:20,1.86,"","",""
1333,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-02-2017 08:30,1.9,"","",""
1334,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-03-2017 08:25,0.95,"","",""
1335,MURAPPANADU,CWC,33,Tamil Nadu,594,Tuticorin,THOOTHUKKUDI,-,-,Thambraparani,East flowing rivers between Pennar and Kanyakumari,-,-,-,Thambraparani,8.71444444,77.83500000,01-04-2017 08:20,1.93,"","",""
1336,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,02-04-2001 08:45,1.3,"","",""
1337,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-05-2001 08:45,1.1,"","",""
1338,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-06-2001 08:30,1,"","",""
1339,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,03-07-2001 09:00,1.2,"","",""
1340,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-08-2001 09:45,1.5,"","",""
1341,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-09-2001 08:30,0.6,"","",""
1342,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-10-2001 08:15,1,"","",""
1343,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-11-2001 09:45,2.5,"","",""
1344,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-12-2001 08:30,0.6,"","",""
1345,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-01-2002 08:45,1,"","",""
1346,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-02-2002 08:30,0.5,"","",""
1347,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-03-2002 09:00,1.2,"","",""
1348,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-04-2002 09:45,1.5,"","",""
1349,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-05-2002 08:45,1,"","",""
1350,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-06-2002 09:45,1.5,"","",""
1351,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-07-2002 08:15,1.8,"","",""
1352,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-08-2002 08:45,2.2,"","",""
1353,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,02-09-2002 09:00,1.1,"","",""
1354,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-10-2002 08:45,1.4,"","",""
1355,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-11-2002 10:00,0.8,"","",""
1356,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,02-12-2002 09:45,0.5,"","",""
1357,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-01-2003 09:30,1,"","",""
1358,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-02-2003 10:15,4.2,"","",""
1359,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-03-2003 08:45,1.4,"","",""
1360,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-04-2003 09:25,2,"","",""
1361,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-05-2003 09:00,1.2,"","",""
1362,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,06-10-2003 09:00,2.1,"","",""
1363,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-11-2003 09:20,3.3,"","",""
1364,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-12-2003 10:15,0.8,"","",""
1365,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-01-2004 09:00,2.3,"","",""
1366,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,03-02-2004 09:30,1.2,"","",""
1367,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-03-2004 09:15,2.3,"","",""
1368,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-06-2004 09:00,2.2,"","",""
1369,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,02-08-2004 09:30,3.7,"","",""
1370,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-09-2004 10:15,2.1,"","",""
1371,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-10-2004 09:20,1.7,"","",""
1372,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-11-2004 09:30,1.3,"","",""
1373,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-12-2004 09:30,1.4,"","",""
1374,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-01-2005 09:00,0.1,"","",""
1375,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-02-2005 09:30,2.9,"","",""
1376,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-03-2005 09:45,1.1,"","",""
1377,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-04-2005 09:15,1.3,"","",""
1378,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,02-05-2005 09:30,1.4,"","",""
1379,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-06-2005 09:00,2.2,"","",""
1380,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-07-2005 09:30,0.6,"","",""
1381,MUSIRI,CWC,33,Tamil Nadu,591,Tiruchirappalli,MUSIRI,-,-,Cauvery,Cauvery,-,-,-,Cauvery,10.93805556,78.44027778,01-08-2005 09:45,3.2,"","",""
